gene	GSM446731	GSM446732	GSM446733	GSM446734	GSM446735	GSM446736	GSM446737	GSM446738	GSM446739	GSM446740	GSM446741	GSM446742	GSM446743	GSM446744	GSM446745	GSM446746	GSM446747	GSM446748	GSM446749	GSM446750	GSM446751	GSM446752	GSM446753	GSM446754	GSM446755	GSM446756	GSM446757	GSM388115	GSM388116	GSM388117	GSM388118	GSM388119	GSM388120	GSM388121	GSM388122	GSM388123	GSM388124	GSM388125	GSM388126	GSM388127	GSM388128	GSM388129	GSM388130	GSM388131	GSM388132	GSM388133	GSM388134	GSM388135	GSM388136	GSM388137	GSM388138	GSM388139	GSM388140	GSM388141	GSM388142	GSM388143	GSM388144	GSM388145	GSM388146	GSM388147	GSM388148	GSM388149	GSM388150	GSM388151	GSM388152	GSM388153
RASAL3	6.255741757	6.364342294	6.272548488	6.388969565	6.361987693	6.388404489	6.670338816	7.137712535	6.25882015	6.049309723	5.758336041	6.649292335	6.748068714	6.198392786	6.459154746	6.814901848	7.130040284	6.051332291	6.850116293	6.605438484	6.92912901	6.491164774	6.228620936	6.024837194	6.523758219	6.59746538	6.74465436	6.638730884	6.586311306	6.192359148	6.133685028	6.476823291	6.645204285	5.75425451	6.472907894	6.328378303	7.265411324	6.88551385	6.677310451	6.666630179	6.494491456	5.958240348	7.040160247	6.409306686	6.684463631	6.462318318	6.517268772	6.559455006	6.345226181	6.118306532	6.005027024	6.366097808	6.396716873	6.765562264	5.876963701	6.507067037	6.076348933	6.571933393	6.492997323	6.576947796	6.271727286	6.606211384	6.340801107	6.980011679	6.610028816	6.79294194
RARA	5.735783792	5.650058261	6.270911075	6.008626211	5.295253349	5.640750542	5.803284589	5.753930676	5.749694357	6.119774357	5.340904234	6.139397453	5.962216808	5.639551221	6.116240908	6.621511318	5.714054841	5.745784775	6.253255119	6.269588974	5.985875262	6.093208146	5.784598038	5.75264059	5.938328306	5.939448441	5.72793484	5.788780977	5.719340687	5.621841828	5.85702104	5.624768311	5.966194705	5.977347816	5.980385598	6.327187814	5.338957577	6.361904617	5.604467398	5.984166371	6.125087399	5.620404811	5.826593904	5.572094358	6.350839462	5.626581673	6.246304935	5.561256919	5.754038376	5.584217299	6.025454728	5.487994397	6.24891448	5.851104111	5.716131372	5.921767096	5.834854407	6.168360844	5.74807774	5.944379873	5.964380351	5.975482968	5.560086866	6.232368461	6.073649008	6.165392566
RAP2B	8.612735644	8.543621505	8.176957615	8.531149416	8.800506803	8.737761246	8.376884102	7.91569717	7.940432708	8.419468412	7.936288975	8.697083478	8.206476164	7.101502016	7.674869938	7.800260856	7.727779748	7.428154503	7.944196106	7.547073442	8.334896009	6.815132983	7.817887473	8.629968042	8.078628005	7.304026083	8.166688223	8.065079713	8.407879929	8.18351929	8.072379124	8.071804145	7.89110109	7.900910862	7.722084405	7.219119301	8.335039576	8.147812634	7.69100496	7.59189099	7.924367478	8.624401062	7.429394552	7.990377963	7.950109012	8.370972108	7.71244387	7.769954234	8.413748692	9.01168544	8.209555934	8.377296226	7.394738824	8.134523044	8.281367702	7.969099519	8.13214046	7.303194318	8.190538909	7.987408994	7.950728615	8.910037529	8.217764792	8.244118405	8.264414493	7.424466973
RAP1GAP	8.352511657	8.686384434	7.952757704	6.689455598	7.187970586	7.323291879	8.464575152	7.788471602	6.46583275	7.300055582	8.166390809	7.346752237	5.766470762	7.220867885	7.44138496	6.664039964	7.641516912	9.022939659	6.352110558	6.48157641	6.078085119	8.361048927	7.971424994	7.012890711	7.395430808	9.029854208	7.389001731	5.148996801	5.616590601	7.13432766	7.2898942	7.410313999	7.657916519	7.378823883	6.446097552	7.793890237	6.105991946	6.16676969	7.412578257	8.535158519	6.946215007	8.150537569	7.022517781	8.224802802	8.569729741	8.129151061	8.315114732	7.700359494	7.398987899	5.521171649	7.770919189	7.723745105	8.68103962	7.282410855	7.92566145	8.06030604	7.822824905	8.506657507	7.563134367	8.047277307	8.398848439	6.983131116	7.932525774	5.951632062	7.188864765	8.180079155
RAP1B	10.32293609	9.464715057	9.970238046	8.965323342	10.61686303	10.06197668	10.26650689	10.18868216	9.766157067	10.13411536	9.787528528	9.613403075	10.48554953	8.724138001	9.245113082	9.409456622	9.144317534	8.964637974	9.300861801	8.789303587	9.082982439	8.700060136	9.585563293	9.922502793	9.914665595	8.660118599	9.60932477	9.923226507	10.09794806	9.761736218	9.697161265	9.5597045	9.683926765	9.317848338	9.6467668	9.19723728	10.01172389	10.01942397	9.307744322	9.389210063	9.57386316	9.474704849	9.751702586	9.338419123	9.105842332	9.45846686	9.232656049	9.525698533	9.745702111	9.691321244	9.211926861	10.54882674	9.481709905	9.876001011	9.627829755	10.184708	9.566897955	8.696079905	9.496773358	9.489273485	9.105256419	9.676451296	9.592176081	9.880976363	9.888914135	9.168262251
RAMP3	5.826637713	6.327464542	6.598402833	6.111593107	5.722207005	6.011924326	6.142839165	6.636689293	5.859174655	6.062893447	5.422247717	6.290001374	6.006537538	5.84618438	6.237962664	5.90706754	6.494527944	6.290001374	6.990786163	5.799625713	6.819015369	7.083142214	5.863477746	5.972093517	6.130505655	6.456659487	6.551399511	5.358241792	5.40169719	5.809812854	5.841494462	6.045651759	6.276207241	5.816956001	7.292812452	6.100324715	6.733282775	7.021860451	6.093149516	6.167851784	7.046422727	5.938369679	6.988550791	6.686673561	6.184277357	6.493671316	6.26712532	6.141454253	6.174103054	5.055898385	5.422600337	6.315604908	6.033345408	6.631025457	5.792975933	6.004621146	5.621201665	6.380045754	5.866978068	6.354112283	6.306975452	6.195927025	6.424818099	6.603567501	6.649886078	6.428253176
RALBP1	4.209891226	4.236533382	4.097149865	4.612155486	4.051188481	4.217163654	4.289389297	4.024618598	4.135272675	4.303868902	4.440430302	4.858923896	4.004572731	3.884848763	4.222847814	3.587066187	3.962043199	4.172253709	4.083394376	3.927221984	4.186183223	4.28852435	4.155761428	4.567022609	4.257629316	4.040938161	4.199888488	4.354390867	4.494989122	4.297301806	3.983210915	4.26269239	4.343668596	4.368164193	4.271004549	4.162332619	4.269051882	4.182324878	4.656780734	4.183270522	3.882404876	4.335581763	4.080125217	4.160101539	3.879338332	4.269748745	3.898045916	4.101003116	4.094632935	4.944652032	4.695526963	4.481691002	3.860174255	4.130197555	4.315738229	3.869922937	4.52163895	4.132112344	3.874116636	4.13179472	4.028561137	4.060447411	4.010173819	3.893621784	4.044765079	3.756297464
RALA	9.273039881	9.239300756	8.889961681	8.442934228	9.927225228	9.326667284	9.303838747	8.117940075	8.772247825	8.959950822	9.730183654	8.909150752	8.202616176	8.156073409	8.118196298	7.864620309	8.473223225	8.399887549	8.575851594	8.257919928	9.918671653	7.845999807	8.851532412	8.772809111	8.906277012	7.946547809	8.672978835	8.926683839	8.770901381	8.851804028	8.737137377	9.308399109	9.338377798	9.635134216	8.253774224	7.917172332	8.544532298	8.823454969	9.204026665	8.986704809	8.638086538	8.48155862	8.51898671	8.586911228	8.805907596	8.949179998	8.046896786	8.264106163	9.039621018	8.999581094	9.175781821	8.687440676	8.09479168	9.065961099	8.869663027	9.08699047	8.92980548	8.027544368	8.60771237	8.778019151	8.157097816	9.114745499	8.865907531	8.278229514	8.779530091	8.404828103
RAI2	6.163537675	6.341679893	6.503101313	6.084668959	7.19713362	6.200178936	6.998115913	6.107087487	6.014375461	6.711147395	6.695707019	5.792883342	6.293570933	7.613118486	6.794638425	8.482543364	6.703550171	7.124987194	5.405415815	6.309553195	6.057970197	7.041412685	6.158999804	7.19573181	6.578748727	6.161905416	7.017467255	5.234405561	5.554193752	6.875610916	6.967475551	6.534819576	6.846133237	6.455061385	7.650716966	6.366607818	6.101087905	6.522875566	6.122366398	6.8680561	6.98341558	6.414018562	7.225899824	6.684239409	6.939984154	7.040776791	6.7867619	7.42551427	6.577253757	3.902454648	6.160578242	6.785109175	6.357312824	6.814622225	6.791660429	6.293033597	6.91318224	6.562960474	6.821893506	6.586999674	6.727068849	6.513469639	7.260324819	6.578267881	6.610557346	6.49581053
RAI14	7.472544602	7.649922632	7.306589065	7.472712333	7.372688468	7.344396786	8.303976758	7.300952031	7.431979962	7.759427791	7.141761547	7.121069189	8.213093569	6.357863107	7.603292715	6.802518746	7.645267911	6.585065692	6.807229148	7.388502233	7.044894065	6.541110862	7.135812803	7.867236545	7.600997206	6.318767024	7.369306513	8.195347911	8.185365599	7.528729512	7.730233082	7.309008342	7.55218275	7.83545818	7.021149831	6.873012743	7.110042284	7.257357571	7.49754622	7.284197238	6.391536637	7.711547574	6.734493329	6.993264198	6.940222333	7.071459869	6.619249015	6.888720373	7.873917024	7.951464648	7.991590282	6.818399542	6.678434078	7.462253894	7.734657224	7.338908649	8.115802154	6.501558452	7.336906372	7.186524086	6.696830256	7.676800867	7.673375696	6.702202745	7.464185208	7.005358089
RAI1	5.646849297	5.582689895	5.685154512	6.023089404	5.497984537	5.682718356	5.423664022	5.892890087	5.504229637	6.028756359	5.293755739	5.937069588	5.873669474	5.786014789	6.348391545	6.398009891	5.94280679	5.901815133	6.235716695	6.126468053	6.19837536	5.847231475	6.080352327	5.576349894	5.644439705	6.296270709	5.792316484	5.775866987	5.544247723	5.609516271	5.814222876	5.759832253	5.735910516	5.835418825	5.785893312	6.488745044	5.665558627	5.854146478	5.686428422	6.089753538	6.030766749	5.808313049	5.215428127	5.67323094	6.23342485	5.597963543	6.480219351	5.683497416	5.480390965	5.533883414	6.022007923	5.514360586	6.315370709	5.858152847	5.889530667	5.738570983	5.742155913	6.307082553	5.823147596	5.972680678	6.275500803	5.897473585	5.609330179	5.757779234	5.917444332	6.389824729
RADIL	5.073279984	5.151369532	5.238547613	5.27401432	4.726227256	4.942911236	4.907456757	6.193096509	4.956125243	4.883781781	5.286851259	5.550406606	5.83018702	4.60157206	5.304080542	5.943180499	5.375862154	5.139968004	6.110427243	5.445196785	5.287843801	5.902684549	5.190194821	4.860135715	4.837035355	5.501192722	4.820318481	5.039870351	4.681089498	4.778705709	4.791642068	4.705463558	5.003636945	4.717175676	5.517297889	5.725752026	5.362506422	5.609256205	4.963700165	5.718636942	6.183892765	5.532816953	5.333188393	5.805320704	4.888489288	5.420346609	6.293607016	5.150603385	5.111582679	4.550732765	5.089699493	4.821594036	5.863998702	5.184823772	5.022674399	4.617638266	5.028519473	5.872360591	4.713574626	6.075788172	6.21746962	4.836325976	5.264096361	4.774081241	5.180271855	6.04652363
RAD51AP1	6.313712187	4.620895305	5.142210762	5.453214952	7.171060533	5.760820432	4.809317741	4.584832552	5.071901868	5.143987974	5.647615422	4.960049497	4.433661897	4.262024597	4.728441765	4.322340223	4.523935859	4.237873169	4.971480374	5.717873783	4.700032241	5.021868403	5.372739467	4.522902198	5.686476226	4.76946998	4.900925094	6.171220149	6.250198262	5.604008199	5.20838023	5.703400154	5.810620623	4.727557568	3.848503454	4.384293817	5.201209975	4.927384181	5.800750927	4.116463556	4.575179301	5.776184803	3.921147593	4.969129922	4.325771434	4.718053023	4.190623383	4.269302992	4.601824595	6.425279168	6.279406058	5.958690281	4.715853832	5.132661075	5.409996827	4.801566569	5.524679197	4.21644242	5.243233726	5.931695014	4.687585919	5.150102696	4.583423463	4.566236846	4.990591868	4.578727389
RAD51	6.034692871	5.179757485	6.119831189	5.695916388	5.755026033	5.712216786	5.106518602	5.879189499	5.928413223	5.744715644	5.529551091	5.599550255	5.502909288	4.973183797	6.006338782	5.217287265	6.123425829	5.462790858	6.257287999	5.416319305	6.341779892	5.30051904	5.818209074	5.520511822	5.429395766	5.16736529	5.717992696	6.687958038	6.175594399	5.789497424	5.695109561	5.323127771	5.35263743	5.963969676	4.859661474	5.335201917	5.601568106	5.498117113	6.441721436	5.199821029	5.443324848	5.984685125	5.166167298	5.259091597	5.485612975	5.332374535	5.157115638	5.325867932	5.40547925	6.58725768	6.18260178	6.012997443	5.571241935	5.460254593	5.730682191	5.758108449	6.527848958	5.511247297	5.454345771	5.651058554	5.514524993	5.722209255	5.531482962	5.284766146	5.514834195	5.416468279
RACGAP1	7.786427177	5.772908416	7.251196936	5.912127828	8.108768852	6.242825679	6.017232564	5.557936848	5.910509368	6.71372907	5.980613539	5.687950865	7.39196314	5.432494867	6.004325782	5.217980365	5.987385128	5.162698009	7.554824288	6.347302943	6.926225467	4.98052983	6.298486786	6.070244062	7.570327533	5.312546948	6.155011159	7.653717589	7.460027319	6.777326566	6.533493625	7.092234424	6.868195783	6.287366839	5.163782532	5.403920251	6.124121394	6.117563155	7.042924647	5.514884215	5.963346624	6.139785778	5.553787137	5.748643817	5.48344001	6.070742434	4.790444542	5.436167969	6.301675299	7.286264117	7.045895653	6.570413917	5.986429148	6.800096728	6.597718986	6.519387933	7.161213901	5.125293418	6.49096363	6.959487062	5.879866701	6.333331777	6.448264291	5.882117988	6.221000907	5.38478688
RAC2	5.739242603	5.333196329	6.157658206	6.21504833	5.441183988	5.906977665	5.921173674	5.906942926	5.620930984	5.505739058	5.27870622	5.991220214	6.394137437	5.936666305	5.720014402	5.734554465	5.766701723	5.80474775	6.31653379	6.796619551	6.978545993	5.451619839	6.056524999	5.158532789	4.980943204	5.962792419	5.979371414	7.229316413	7.383142687	6.021531108	5.814216123	5.771327767	5.809038305	5.276707132	5.872708773	5.178744641	7.636425981	6.924032024	6.111542434	4.828350595	6.034120297	5.296427854	6.527705136	5.650508514	5.670716311	5.431833628	4.975769786	5.515908154	6.011595855	6.840859428	5.89399494	5.92289967	4.637930701	6.521716383	5.517432232	6.290883565	5.071101252	4.476904461	5.321546238	5.85957329	4.903930686	5.721448466	5.498780134	6.953385384	6.420801608	5.47635015
RABL6	4.406865546	4.469564962	4.593969679	4.534154433	4.566169901	4.548981246	4.334844346	4.451201412	4.83597476	4.618167718	4.456400894	4.803192799	4.746444288	4.6598042	4.70102475	4.923110679	5.0521203	4.844620675	5.058069624	5.287802471	4.636598116	5.192314255	4.656096566	4.487149608	4.395188172	4.966735298	4.603959496	4.719878989	4.46675825	4.587346798	4.524539565	4.459536405	4.753960887	4.785026126	4.643773215	5.382066396	4.231801572	4.606348341	4.522202493	5.057616497	5.100442761	4.607536825	4.274004209	4.411998463	4.73364081	4.820520339	5.046701697	4.642784046	4.492898639	4.373794072	4.736110592	4.518209347	5.154458163	4.659633572	4.381962443	4.66145421	4.60241594	4.976967327	4.705223572	4.561622901	4.92799785	4.882195324	4.46289559	4.82953964	4.678912768	4.988445876
RAB33A	3.744508073	3.410587852	3.923323774	3.919729228	3.927572447	3.641758109	4.233216699	4.424833665	3.740981118	4.257225754	3.768551197	3.849905111	4.100407097	3.530658357	3.994216614	3.71000005	4.259129595	4.323034852	3.96662809	3.800936267	4.639970751	3.809543321	3.752314278	4.014765651	3.960859882	3.693998641	4.003740314	4.183670131	4.332726533	3.832124535	3.562487855	3.824079561	3.757303391	3.554663537	4.466934917	3.691957834	4.727689649	4.671239496	4.347693319	3.696185889	4.191619819	3.614849872	4.072591822	3.988123901	3.56885515	4.244407399	3.76557575	3.424582332	4.660197397	3.867759253	3.792736346	3.873217251	3.438760248	4.318939443	3.934841032	3.646417471	3.893677757	3.828222241	3.514309891	3.904245832	3.502987131	3.738511264	3.659312444	4.458041385	4.042563149	3.843763753
RAB31	10.0021864	9.576213847	8.75399715	9.646470943	10.03160683	9.556008655	10.3917573	9.476748103	8.98871595	9.698963423	9.207135013	8.983853367	8.948956272	7.844513029	8.973181771	9.247040587	9.470843444	8.336307076	10.62879507	8.760844044	10.01746031	8.55908819	9.407660213	9.875209112	9.84404477	8.218094856	8.896758877	9.982980053	10.00544084	10.00479783	9.744151715	9.191097551	9.109851535	9.615844322	9.637151425	8.871917569	8.846031204	9.341279442	8.67784076	9.493934485	9.102012628	9.475152246	8.651407209	9.54838338	8.81514993	9.240532647	8.603764351	9.067154637	9.893809443	9.760492584	9.120705497	9.547981525	8.483607721	9.507292081	9.520371282	9.038479486	10.0301862	8.057807851	9.141359122	9.085290683	8.367051679	10.06989037	9.678991408	9.876714435	9.784406884	8.733653765
RAB26	6.745037726	5.38751686	5.811781494	5.094670364	5.367259661	5.836883568	5.710543215	5.377961365	5.195183617	5.623617411	5.881428152	6.114088699	5.132056884	6.587426799	6.039386633	5.804643378	5.679971771	7.922095074	5.861589956	5.025097383	5.851712804	6.462637639	5.811781494	5.318085664	6.555583796	5.941414747	6.651251594	4.732971607	4.731772537	5.76910114	5.917050301	6.0208837	5.986810397	5.76824083	5.900469058	6.693814825	4.675763803	4.525445224	5.735526402	5.940215929	6.011107537	5.756109363	7.052245478	6.117070187	6.161233555	6.069385748	6.68454705	5.989178844	5.085867126	4.080669759	5.37875717	6.438002526	6.398117087	5.937706542	5.968684144	5.727849073	5.679821712	7.087293567	6.199939333	5.921307603	7.410257035	5.340540332	6.125715917	5.126378931	5.700667406	6.839786503
RAB25	6.6582736	7.18471135	6.718099688	6.512733271	8.396752295	7.619575202	7.04204604	7.07140589	8.340418975	6.505935902	7.180939119	6.82526389	6.511415659	7.672217685	6.50611165	6.897809687	5.86777732	6.697789712	6.874916864	6.377476551	5.846956108	6.077466172	6.566592269	6.49658613	6.887105347	6.82599162	7.194593546	5.597406794	5.680546015	8.014711704	7.812514365	7.327918358	7.046854364	7.900272223	5.055907228	5.712060224	6.591673997	5.762427436	7.620704024	6.777896062	5.70188111	7.516977246	5.468799819	6.609149039	7.278839769	6.863825996	6.536648376	7.313942916	6.251628389	6.645544103	7.665983818	7.781574415	7.000456616	6.531993555	7.447218799	7.755355425	7.599573055	6.596101511	7.895981151	7.342804477	7.237511884	6.942501399	7.923629146	6.488838172	6.255985419	6.3383128
RAB17	6.047007021	6.783628986	6.481937723	5.852749929	5.980900433	6.665046732	5.733600323	6.283154944	6.624956081	6.251895908	5.887040308	6.105861627	5.399193632	5.829167355	6.099866764	7.242597804	6.64843872	6.241289553	6.021647545	5.501472027	5.533471544	6.733760595	6.719725318	5.652574395	6.208585994	7.020387152	5.62226536	5.641600997	5.217428551	6.422502754	6.286309319	6.619429794	6.593140835	6.941835675	5.504533999	6.210949352	5.550242661	5.366432853	6.645314052	6.387234836	5.230183855	6.697881048	5.473189849	6.454464804	6.388694886	6.820114208	6.550752239	6.11796585	5.945690302	5.465985278	6.517765485	6.460748995	6.758631995	5.668865119	6.703910653	6.379596316	5.940977807	6.602215015	6.548162247	6.621347045	6.965660597	5.924826617	6.251700226	4.946385612	5.82026547	6.356534507
RAB11FIP2	6.92315125	6.323230678	6.312504339	5.992595241	6.539278753	6.486995445	6.430171526	5.870353399	6.581664969	6.154241257	6.819471181	6.006742348	5.684319149	6.596022117	6.090337457	6.32064532	6.409571801	6.369437576	5.982910398	6.360070063	5.912090103	6.296090425	6.442485957	6.174811218	6.121626496	6.27539127	6.005747734	5.964695615	6.158572916	6.545153643	6.51862919	6.133230345	6.392307209	6.541538608	6.375278385	5.910435645	6.383640619	6.212413423	5.817673635	6.207228375	6.414769047	5.874642876	6.795789757	6.312726791	6.109965858	6.449530522	6.126691191	6.371347581	6.514967159	5.960211618	5.998789899	6.259723657	5.943103736	6.166727859	6.151861632	6.600306055	6.289146545	6.077234094	6.55212976	6.432868513	6.900025471	6.45212528	6.960223178	6.431866378	6.369412958	5.962829125
RAB11A	9.884406657	9.887317284	9.800967881	9.577374055	9.909852606	9.893187692	9.939722322	10.06941129	9.903920567	9.735521743	9.340442736	10.32287462	9.004926147	8.973900498	9.630623104	9.421959152	9.59187637	9.248429369	9.424777352	9.610844205	9.065485072	9.34960396	9.667764176	9.975054273	10.13180274	8.944104533	9.433244642	9.768439533	9.728134341	9.95321422	9.859795137	9.973240309	9.862142865	9.945946268	9.414553762	9.070264553	9.916898742	9.727555754	9.964531903	9.733101228	9.445555465	9.882991357	9.294163995	9.467808507	9.333271759	9.727144676	9.303247447	9.487082061	9.517583659	10.19132512	10.20366652	10.08921922	9.535263058	9.538021568	9.819966192	9.968320936	9.760475779	8.999920569	9.339594792	9.357868949	9.307413998	9.349532503	9.561445314	9.287896143	9.554778371	9.173304163
