gene	GSM446731	GSM446732	GSM446733	GSM446734	GSM446735	GSM446736	GSM446737	GSM446738	GSM446739	GSM446740	GSM446741	GSM446742	GSM446743	GSM446744	GSM446745	GSM446746	GSM446747	GSM446748	GSM446749	GSM446750	GSM446751	GSM446752	GSM446753	GSM446754	GSM446755	GSM446756	GSM446757	GSM388115	GSM388116	GSM388117	GSM388118	GSM388119	GSM388120	GSM388121	GSM388122	GSM388123	GSM388124	GSM388125	GSM388126	GSM388127	GSM388128	GSM388129	GSM388130	GSM388131	GSM388132	GSM388133	GSM388134	GSM388135	GSM388136	GSM388137	GSM388138	GSM388139	GSM388140	GSM388141	GSM388142	GSM388143	GSM388144	GSM388145	GSM388146	GSM388147	GSM388148	GSM388149	GSM388150	GSM388151	GSM388152	GSM388153
RGS18	4.514923617	5.028457668	4.59675642	5.037998488	4.89903682	5.144149114	4.773811196	4.915943088	5.241505757	4.471105704	5.129493833	4.521806251	5.021199675	4.648030394	5.102916086	4.600456806	5.129493833	5.10561035	5.096276673	5.042527139	5.225184954	5.355009426	4.988643354	5.107397505	4.805217084	5.041637252	5.057348756	6.321868897	6.590918039	4.527963897	4.234335717	4.776747499	4.8864222	3.862824238	5.389960607	5.437486008	6.285839562	5.417620474	5.154068089	4.735659922	5.042811299	3.865018402	5.424424613	5.560329729	4.725423593	5.659705773	4.983745884	4.333592926	5.884411861	5.111381047	3.900319212	4.738688768	4.407749556	5.773376037	4.183057794	5.542294722	3.370872685	3.941654312	3.78325356	5.512899638	4.406738872	4.692972404	4.820013019	6.168319459	5.042028003	4.376374504
RGN	6.805148057	5.835774158	5.975299508	5.228852109	5.966797039	5.439072774	5.672061433	6.157701741	6.234352916	6.188129604	5.466073859	4.516761157	5.780609473	6.157701741	5.856056862	7.398000476	5.808689594	7.337142036	5.463466949	6.290192753	5.796760847	6.34670039	5.356415612	6.673064259	6.861972739	6.364850092	6.378742417	4.956618466	4.856883345	5.662999158	5.506823052	5.491584139	5.414434074	5.088241394	6.404671319	6.994094783	5.271186979	5.436703524	5.68556123	6.997250159	6.063123806	6.482414117	5.954334035	6.807743733	6.743962912	6.639283285	7.247958177	5.834921449	5.992683731	4.972964965	6.283737486	6.070144074	7.398195377	5.041910713	5.73024838	5.353065892	5.368970153	7.653685145	5.753361473	6.910661496	7.475440737	5.148554726	5.980071462	5.365627773	6.103813951	7.254684829
RFX6	4.660346188	4.465058888	4.472117653	3.725421438	4.616832954	3.996763222	4.145151224	4.16864697	3.905355834	4.24620068	4.656208716	4.238590075	4.138689965	4.319503753	4.511753337	4.311827891	4.072894243	8.926345306	3.99110551	4.740368652	4.521533127	7.321164973	4.472117653	4.944373947	6.348287792	5.46824569	4.472117653	2.813124954	2.36306405	6.140039676	6.105926602	6.052406642	5.935943892	3.303961196	4.376029282	3.43973878	2.976449034	2.893305968	5.102223234	4.85003693	4.830643348	3.959219467	6.390882031	4.402368035	5.043091593	5.658441232	5.821198856	6.362147706	3.861650433	3.082097414	3.692659052	6.273106338	4.441238592	5.716280152	5.187095216	3.907898986	4.591984214	5.193367389	6.627747936	5.053135029	5.924428061	2.772263536	6.250058775	3.258156229	4.646809303	4.323209843
RFC4	6.858698902	6.653883321	5.912786712	6.946630744	7.100827483	6.432161243	6.266650171	5.817853748	6.406291924	6.514212196	6.56643814	6.674454785	6.282447314	6.002590732	6.331754841	6.790897665	5.872584907	6.438190246	7.269133626	7.290047949	6.4801626	6.740901655	6.437797298	6.169971579	6.454821243	6.552286185	6.487919089	7.097567686	7.166095377	6.489312513	6.113433104	6.67391108	6.471384849	6.556770525	5.916642117	6.010936499	6.792331222	6.549266429	6.926448366	5.974817062	5.752549859	7.598352841	6.36968263	6.458709614	5.951773909	6.374354837	5.842800043	6.046535328	6.310417585	7.917085295	7.118948871	6.60025243	6.042734714	6.346767921	6.60405718	5.982821191	7.167196589	6.368002167	6.664788098	6.62254862	6.447908359	6.509631469	6.587295956	6.587075021	6.525390236	6.361893332
RFC3	6.427178523	5.463164175	6.049324334	5.565615171	6.969925841	6.06615744	5.983741174	5.558087204	5.702624778	5.847337992	6.711874701	5.250025918	5.418297386	5.340472878	5.303228458	5.029138738	5.517845096	5.430584619	5.984812943	5.521877378	6.186327683	5.715075139	5.848099437	5.452106117	6.568011013	5.355333796	5.830022569	6.510375365	6.816286026	6.059219427	5.980442199	6.286205876	6.309020179	5.321089716	5.611953302	5.163470479	5.9265074	5.835930229	6.145199962	4.967066231	5.816693766	5.760927726	5.796764756	5.299402103	4.972097479	5.742015684	5.459623679	5.554583444	5.481098798	6.445817157	5.866838148	6.104660439	5.66692955	6.039085815	5.973746182	5.79163244	5.84873366	5.47737182	5.824397031	6.024394673	5.641082612	5.320703999	5.52455771	5.550500075	6.254934284	5.541136334
RFC2	4.903826336	4.835802168	5.177900041	5.158820265	5.127086237	5.079334572	4.865896129	5.42680831	4.76460827	5.088882366	5.173809134	5.195845925	4.881690654	4.940441107	5.152029527	5.201506509	5.160832842	5.054148729	5.306379831	5.700094132	5.154470166	4.811528242	5.036415521	4.934913133	5.227840697	5.166078746	5.458469065	5.494744141	5.449348152	4.957865232	4.844654029	5.273832799	5.321733173	5.34982661	5.053408944	4.890273843	5.216815289	5.268506413	5.38757544	5.051142349	4.9833918	5.349473404	5.051155791	4.932488345	4.909211408	5.312243217	4.873733565	4.849326752	5.068577231	5.761816067	5.51455408	5.05137764	4.644394441	5.150775725	5.183584203	5.215523283	5.376849356	4.895559555	5.054140067	5.011513497	4.85894567	5.049746569	5.14056092	5.113512119	5.234814453	4.713594008
RETN	4.789972813	4.907461152	5.215293735	5.758601917	4.853829725	5.016907737	5.227048324	5.639388786	5.272946201	4.958396113	4.482837221	5.530521336	5.789851767	5.760344275	4.593590359	5.695753965	5.699051032	5.326994762	6.246383328	5.697116099	5.343374471	6.329865509	5.208688018	5.258818846	4.779946939	6.098129219	5.251252232	5.237021711	5.169874473	5.434423804	5.184691857	5.695574686	5.780827919	5.013982489	5.026811115	5.220266785	7.16922239	6.053839828	5.180800954	5.259776317	5.221055564	5.051775887	4.857299929	5.324531305	4.97227632	4.95050424	5.082795585	4.741080158	5.441555687	6.757807007	5.628204804	4.754355224	5.421289239	4.983540435	5.013067301	7.695481648	5.028132207	5.427791894	4.497646771	5.298943705	5.175332095	5.103908934	4.814998864	5.575426144	5.14868716	5.323698185
REST	6.310218147	6.263092298	6.173619468	6.661048282	6.028709112	6.277710449	6.07074092	7.119148614	6.015801531	6.094417398	6.223142735	5.979751322	6.470159043	6.167163012	6.420893221	6.338405426	6.464932251	6.103107811	6.483350215	6.712769882	6.637211357	6.387581154	6.321490144	6.153918806	5.638724116	6.528213493	6.311511343	6.257262062	6.000484423	5.967055361	6.509289778	6.45459063	6.616285463	6.536061247	5.976638654	6.763623126	6.064522822	6.099204103	6.129184745	6.45094295	6.284453881	6.025487239	5.593295933	6.196623313	6.72252112	5.8335367	6.737173962	6.43221146	6.319440947	6.223629378	6.444393065	6.266465563	6.695127471	6.511328529	6.313719098	6.41774435	6.067792319	6.70328428	6.341805069	6.26003016	6.530717299	6.274951099	6.104574178	6.234244839	6.155335394	6.512509909
RERGL	3.997394553	3.981937999	3.790523649	3.949216121	3.456946698	3.854445389	3.986812965	4.142140769	3.738359855	3.89250676	4.385637424	4.121300928	5.109008821	4.481705826	4.040616521	5.322503059	4.48067054	4.122775323	4.122775323	4.86601616	4.195792748	4.555563752	4.241471216	3.774804487	4.104309161	4.686120582	4.17815454	3.485625214	3.423936142	3.290175877	3.265378949	4.009222654	4.225285774	5.024941101	5.445480121	7.083340381	3.992978543	5.311779201	3.517387369	4.116695963	3.906622736	2.92887785	6.995767771	4.766211675	3.607577418	3.579298376	4.510695562	4.877214411	4.608150173	3.378893452	3.554935708	3.9634658	3.651062935	4.300238336	3.221859068	3.724162832	3.423602049	4.049299373	3.431141762	4.013468582	4.020117829	3.773638184	4.836714421	4.996968531	4.54734525	4.498385419
RERG	4.558000173	4.550241525	4.823729488	4.939991764	4.554659797	4.724907071	4.531282791	4.715808599	4.40476674	4.81406025	4.306491697	4.713029429	5.106933468	5.129538985	4.681765203	4.707926884	4.877882041	4.359615846	4.547611645	4.968158087	4.983544742	4.821247921	5.034376427	5.09663891	5.152554509	4.710205948	4.743912809	5.111344477	4.771152443	4.259840492	4.230096461	4.375111367	4.215098333	4.079259423	6.24745063	4.922628942	4.378046956	5.906750983	3.582038457	4.865691934	5.25453849	4.090512646	6.085699607	5.203437194	4.914246273	5.751814246	5.71730833	6.018005359	4.224246231	2.907445275	3.527079481	4.504433385	4.640509084	5.302191658	4.738204502	4.152472758	4.563594675	4.54830761	4.564234427	5.061114593	5.163929454	4.03822164	5.205094828	5.154837412	5.124096965	4.286878852
REM1	5.641970051	5.959489484	5.797463866	5.964366111	5.609825625	5.665446675	5.98427612	6.317269581	5.345216816	6.107018537	5.315159385	6.00858046	6.132920095	6.083949759	6.024363841	6.369665101	5.950725009	6.210755148	6.108253284	6.00858046	6.101111645	6.374583841	5.741191545	5.886766122	5.593804648	6.353132456	5.702096918	5.963209739	5.757724954	5.725384293	5.842916972	5.762944544	5.794783833	5.646962373	5.607634431	6.574924745	5.903728172	6.284946224	5.605917059	5.857223055	6.6864029	5.845759421	6.280751807	5.627830613	6.054836226	5.701992484	6.322383794	5.96469873	6.025346703	5.649213631	5.923528438	5.624450476	6.200865478	5.883575495	5.561242047	5.764623522	5.811563694	6.165310759	5.93101079	5.778634205	6.201302407	5.951324006	5.90586139	5.87521455	5.791530212	6.371531395
RELL1	3.671508962	3.203591345	3.489625366	3.554140041	3.24656058	3.807757827	3.401736976	3.449036261	3.30891684	3.930203747	3.364248438	3.495047962	3.62790445	3.575017253	3.464268726	3.659722497	4.029585929	3.429749383	3.989952623	3.790422646	3.56936756	3.50764225	3.544058875	3.469383929	3.491696828	3.66197742	3.936957198	3.528530484	3.417101041	3.395924892	3.546188897	3.540704996	3.674519985	3.813960175	3.521643414	3.864931022	3.344871339	3.417626335	3.646689596	3.669562725	3.329039431	3.501545653	2.878670046	3.493709905	4.099704174	3.463661425	4.002285442	3.24709671	3.278589661	3.483238768	3.501728106	3.346017023	3.926189277	3.527371897	3.489762659	3.619226777	3.653833842	3.983308725	3.427034477	3.911141762	3.859263337	3.542551597	3.457779673	3.685207678	3.466851107	3.88163941
REG3G	5.780443482	6.141228118	5.488717849	5.147374957	4.909094743	5.315963522	5.253063866	5.813397088	5.378037045	5.416552938	4.634574316	4.58484149	6.234330767	5.319091441	5.500084364	6.666209628	7.090459525	9.378272544	5.937995028	5.989102021	6.583265751	7.469763323	5.142544624	6.34820734	5.41831402	5.532466248	5.071111359	2.801194463	2.720489829	2.851873727	3.468201458	6.616098056	6.430614208	4.173181591	4.169651478	8.144300313	3.285780375	3.385264872	3.11275556	8.593031525	3.087490556	9.447555839	2.704577377	8.865164116	9.67520871	7.225678894	9.761964596	6.180897305	7.017667306	3.090300653	7.475035296	5.658342272	8.521589165	3.10224966	7.930667013	3.55359877	5.682122007	8.464466251	5.328091953	8.112358341	8.362897211	3.267630294	3.339163343	3.40947301	8.153312467	8.568419233
REG3A	7.818623381	6.583506367	8.800172136	6.34673966	8.67778311	5.662227635	6.022590043	6.548719072	6.885947832	6.874867145	6.659109461	6.923392828	8.070868427	6.637117815	7.16083756	6.933033202	8.571576016	18.07197094	6.861858444	7.775867656	6.743259911	9.091820762	9.490984584	8.804716889	8.207592849	7.621913339	8.157988771	2.900377128	2.864156196	5.460688497	5.390684426	9.640747543	9.614316122	6.687852063	6.282288904	10.88072956	4.167471337	3.277962938	10.8159627	11.03922886	4.038229528	11.19599671	3.760153064	11.08942364	11.32547749	10.37520446	10.97564866	9.091530092	10.13555196	2.745719548	10.0922434	8.392529942	11.10451095	3.163164525	10.7638557	5.046684054	7.854495718	11.0295924	8.726917758	10.08813577	11.20003814	2.767883684	6.314870507	2.971543128	9.636551357	10.80159126
REG1B	8.389728762	6.714342822	6.941199874	6.177443698	7.212988558	5.969524658	5.885672585	6.640364315	6.378572057	6.905043082	7.189570224	6.310481989	7.977555641	6.469668688	6.586921434	6.47814463	9.226233803	18.70419464	7.318187871	7.31109042	6.642848741	16.01221267	7.252013025	11.57433838	10.46643782	6.234108255	7.410804805	3.002154791	3.372931928	5.012225276	4.936530429	10.76228638	10.63543621	6.890974989	6.11116601	11.1230299	5.07977437	2.955652627	9.19322259	11.44809249	2.863074394	10.54085354	5.511977606	11.39060079	11.18754104	10.81351393	11.01380081	8.00584153	10.81510334	2.420311978	10.92352518	7.795171059	11.31084885	3.697252363	10.94507521	6.701048723	8.420967095	11.04955864	7.148757619	11.09998005	11.36924536	2.8634111	6.879631766	2.88363123	10.68483071	11.11229493
REG1A	8.217523031	8.49451187	8.428446169	7.180075032	11.2958983	6.340224294	7.268248673	8.641304174	7.393474662	11.50419117	9.138764288	8.711380268	8.406228512	8.50674547	7.433055766	8.141720355	8.219136596	18.43145107	7.760418669	9.235362771	7.123591586	11.33571002	9.264789243	9.029042671	8.445438103	6.738840817	9.629847102	3.158470862	3.308212615	8.058690023	7.755723485	10.85682777	10.72843476	7.938740846	7.617052478	11.42879739	5.926873471	3.935272673	11.17692215	11.5495196	4.106865022	11.35082036	6.367850484	11.35171418	11.42304188	10.97935579	11.49430416	9.129635973	10.68424234	5.111862659	10.95539444	9.114229773	11.47549321	5.836492258	11.04935204	7.366561878	8.569182457	11.52191846	8.44190308	11.30935473	11.50208404	8.011303756	6.869173403	5.575689389	10.75238199	11.45236016
RCSD1	5.875868933	5.954051391	5.737399791	5.243893727	5.586837134	5.639240595	6.715591584	5.923081183	5.353693242	5.944103759	5.243487917	6.15504319	5.926381594	5.064851715	5.403939825	5.307170523	6.183404391	5.578265474	6.06691857	4.979748312	6.430553975	5.968520461	5.44879657	5.444300889	7.106822924	5.182844575	5.625104241	6.198811473	6.63904506	5.288577091	5.170247646	5.502898548	5.594460611	5.23159544	6.462166124	5.520834941	7.363995321	6.51409676	5.575304811	5.377461765	6.196076928	5.06441068	6.39847524	6.16281226	5.516166476	5.940396762	5.611572641	5.739996611	6.569852151	5.019672651	4.514061661	5.954136397	5.329416325	6.176311108	5.344393836	5.369146401	4.955648574	4.96621853	5.275251422	5.951918239	5.018107118	6.035484169	5.754948845	6.879772342	6.487238216	5.548580836
RCOR1	7.264943653	6.797520617	5.977132504	6.01629251	7.089010858	6.678417296	6.524737217	5.838849782	6.544923366	6.801079766	6.463715634	6.344693307	6.546895536	6.198447086	5.953134366	5.971133618	5.898950609	6.224018019	5.733469377	5.560797746	6.618132227	6.021624477	6.085282395	7.098804949	6.314920789	5.781517238	5.8824374	6.317259308	6.532350539	6.485724302	6.737254969	6.541757378	6.840618019	6.771801277	6.065990461	5.997911062	6.229354537	6.030906013	6.351245896	5.954813694	5.677244852	5.851148882	6.170168982	5.959308728	5.935358358	6.087711537	5.647108342	6.236636059	6.194524641	7.057404075	6.897634916	6.329688861	6.034702683	6.473816479	6.829461407	6.932118874	6.508016744	5.713168574	6.721876271	6.37110059	6.36809226	6.352404327	6.726087223	6.325328165	6.181406389	5.915359796
RCN2	7.398139849	7.390784727	6.593382964	6.551920117	7.055230643	6.789289592	6.89375703	7.011077678	6.480257023	6.897019927	6.810283756	7.179549706	6.630659015	6.172986	6.800842181	6.334746438	6.403879542	6.524554864	6.652675021	7.324491323	6.547548803	6.454385276	6.611934114	6.750175444	6.863199074	6.338449745	6.492071929	6.728641514	6.906313273	7.326839534	7.287717955	6.92319881	6.943893085	7.043438878	6.791079042	6.52093655	6.295290079	6.526883423	6.59840686	6.517755002	6.31806011	7.373046596	6.478775595	6.449509052	6.46382278	6.769282222	6.715802302	6.664653668	6.733754065	7.324141209	7.52588984	6.523548396	6.531187804	6.597731403	6.865855453	6.738759291	7.002004329	6.503810329	6.818453591	6.569364608	6.660414082	6.871265442	6.772497177	6.56620204	7.020446463	6.658028652
RCAN2	6.301714804	6.642799484	7.320219793	6.396582932	6.173042559	6.352512627	6.830863721	6.82148771	6.48446501	6.710442116	6.167552429	5.538398327	6.365093054	7.627845338	6.314239479	6.904982826	6.59050021	8.413445324	6.178759228	7.039734626	6.264783062	7.848086051	6.880384748	6.555978755	6.776833162	6.432735203	7.249998316	5.711286197	5.941795527	6.30554917	6.310492858	6.576119662	6.542288021	6.757183599	7.701145876	8.11850495	5.688596132	7.269597481	6.337685892	6.92792889	6.919217107	5.998861633	8.323115435	7.23579206	6.526372051	6.966546836	7.179135062	7.615112206	7.106254833	4.801038118	6.197159571	6.720194889	6.584503185	6.876056385	6.461080947	6.553267083	6.268280152	6.635617656	6.983497292	6.583322188	7.138557652	6.233567707	7.508228683	6.739404147	6.57546506	6.780301087
RBX1	8.0103416	8.357809802	7.739731081	7.497375834	8.850837782	8.669291512	8.097491204	7.994298636	8.237670954	7.970578142	8.45340968	7.573630417	7.967306283	7.462604569	7.866583662	7.612554045	7.63538892	7.746216915	8.051807424	7.869533975	8.010286528	7.486032088	7.708939139	7.906136031	8.47926671	7.456211892	8.271557494	8.43483444	8.340108152	7.98806995	8.039910166	8.133480376	8.315542817	8.284694722	7.735158139	7.383192411	8.256421242	8.15955299	8.085716943	7.878469199	7.531259463	8.323192052	7.817394341	7.867520741	7.616766049	8.101052591	7.737596471	7.811672055	7.865127716	8.019789769	8.704129261	8.030731353	7.574968029	7.970696804	7.979593524	8.36052543	8.152376226	7.478521614	7.851640875	7.778081063	7.803409453	7.971290446	7.938671552	8.091328496	8.261627923	7.446766462
RBPJL	4.980803656	5.117571048	5.398018044	5.304154648	4.688824186	5.240940279	4.881918543	6.847024962	5.23386951	5.304294062	4.031405706	5.46530665	5.336773598	4.36972191	4.949897161	5.406433488	6.508458648	5.557142617	5.489248018	6.111652688	5.040965555	5.981918754	4.669052996	5.087959218	5.155517958	5.557318547	5.036633757	4.750635791	4.410324521	4.373996576	4.045158998	5.085198811	4.984422984	4.659271405	4.628385786	7.563107657	4.593671538	4.178336612	4.640715976	6.039387639	4.948300178	5.746949144	4.260308185	6.245969712	5.814959529	4.724876963	6.805260377	4.566995213	4.961479148	4.721551687	5.045157288	4.477987039	7.188544977	4.596319826	4.6481835	4.500572379	4.782277214	8.265502112	4.666999413	6.360143476	7.054301774	4.788248501	4.523405559	4.768278553	4.972631342	7.742458615
RBP7	4.611695597	5.458751369	6.281697114	5.226150645	4.965532209	5.081778077	5.092917117	4.643085851	5.227195184	5.524538877	5.328880024	5.550448546	5.034978526	5.382927234	6.285998288	6.071528226	6.79442387	5.749746195	5.087822895	7.287000169	5.797661317	6.662257479	5.957008386	5.118219605	5.676911447	5.251833631	6.556179163	6.739519949	6.728850327	4.876194274	4.693007473	5.413088186	5.346723818	4.743729296	7.178232679	6.252120916	6.444613797	7.332661209	5.054869786	5.437077263	8.194889163	4.621424001	7.127210571	6.139553559	5.210303599	5.39481454	5.588898675	5.572277422	6.044821954	4.374913244	4.647796399	5.055235113	5.239517614	5.547234377	4.034866394	5.08542089	5.057042619	5.129769883	5.045960072	5.098190411	5.384513891	6.368913727	5.462400025	6.142305434	5.504774176	5.394848571
RBP5	4.846103578	5.01995108	5.666865907	5.50763503	4.821791594	5.354373648	5.272911716	4.495828267	5.65046396	6.361482893	4.846050339	5.877322255	5.644777771	5.843493333	5.655729525	4.766775171	4.695878679	5.341425567	5.762744321	5.745469055	5.529245549	5.883669992	5.549157762	4.900904113	5.99520402	5.344103365	5.142030924	6.236626956	6.267197172	4.937700775	4.810624881	4.88851153	4.896006396	4.663644165	5.594748457	5.244521641	7.576761659	6.667881296	6.23691874	4.756183086	5.726232439	4.658098561	5.778806328	5.247995365	5.443945	5.37476288	5.183870875	5.530403705	4.827166416	4.592940396	4.543388705	5.243245279	5.197605658	6.132192568	4.936588819	4.918576857	4.731464911	5.286097987	5.018591277	5.613139337	5.183757454	5.183501785	5.041643293	6.349192461	5.941005888	5.378805428
RBP2	4.485721903	4.809907238	4.309402619	4.661403945	7.594381165	4.457701129	4.514931783	4.849724233	4.645756002	3.246146191	4.82701018	6.540857296	5.239426861	5.148196657	4.740606019	5.221504371	5.715740815	4.980372091	5.058963118	4.924492469	4.774279875	5.137740612	4.734019127	4.6328434	4.340482543	5.249062221	5.041103779	4.446006377	4.181296642	4.352622444	4.537791195	4.988016964	4.893048337	4.33042557	4.552398507	4.851602788	4.520856094	4.485953175	10.39594789	5.239754307	4.910368653	4.751280441	4.680130376	5.767512724	4.778897571	5.313393994	4.860995567	4.540464098	4.708441343	4.514842462	4.453226187	4.010583939	5.052281494	5.784847224	4.561776489	4.543375876	4.767449373	5.222240824	6.198616075	4.79148819	4.984151919	4.603282485	4.311722213	4.511293589	5.056598391	5.017889477
RBP1	7.274844068	7.251088263	7.577634432	7.26583909	6.935760891	6.864645874	7.712075004	7.458862989	7.471412632	7.652376195	6.928212602	8.015395659	7.322043045	7.472416068	7.431985824	7.436390773	7.986197378	7.833687852	7.433315208	7.745843061	7.934022794	8.150433353	6.756814091	7.505043793	6.632872068	7.808118792	7.85790875	7.283849806	7.199505548	6.818666232	6.821189865	7.662052172	7.595245729	6.202157111	7.649610133	7.858089107	6.956759789	6.808234848	7.349830528	8.678078432	6.991386637	8.012730551	7.160814842	8.514424066	7.821488192	8.409548839	8.576274091	7.165207336	7.872033046	6.775543418	7.614232905	7.066734177	8.230229468	7.732094002	7.536603096	7.081243597	6.609142457	8.781911004	7.079317574	7.755845108	7.923447228	5.681690186	7.176994538	7.022572756	7.615779264	8.515546746
RBM42	6.361476738	6.561257997	6.931297771	6.495953031	7.118926735	7.215736898	6.894434052	6.53636259	6.794903102	6.38774268	7.784142616	6.584169588	6.910906219	7.138896964	6.912144915	6.611809609	6.774775418	6.484785244	7.05653838	6.399740235	6.783609646	6.57371031	6.538812198	6.724138093	6.610145109	6.893529408	6.568131753	6.762905113	6.862017538	6.839824004	6.696897323	6.891780498	6.876136406	7.056108124	6.613086496	6.483256493	6.871527809	6.616655202	6.808793972	6.550002752	6.685004795	7.031146998	6.727079194	6.736526154	6.567940486	6.773245535	6.50005572	6.570817262	6.672690073	7.121031074	7.705574497	7.139324211	6.338691947	7.026448567	6.832627566	6.777784474	7.69707709	6.212500438	6.721573524	6.731178666	6.556441789	6.583991841	6.854266149	6.50455844	6.720403999	6.52904358
RBM12B	5.73853211	6.050588673	5.872359297	6.233382856	5.646665592	5.516372209	5.368926838	6.058936802	5.633420294	5.733762796	5.496933688	5.949523153	5.596005404	5.157439505	6.263926694	5.807335067	5.964724407	5.340873703	6.073037461	5.949523153	5.832059113	6.091261269	6.045415367	5.835354317	5.556088273	6.009612173	6.03924134	5.560163323	5.262083136	5.714825907	5.783183466	5.753839376	5.727098148	5.751607445	5.869152108	6.204993567	5.749733098	6.023406428	5.714486956	5.964860664	6.167246469	5.559965755	5.712820787	5.865567855	6.152327299	5.45580413	6.141065378	5.542063975	5.48238856	5.451307965	5.777729136	5.540058223	6.192321733	5.673576945	5.842001724	5.754511199	5.63587376	6.407068436	5.308126466	5.863572644	6.122515041	5.850040232	5.637069269	5.802629645	5.780531519	6.457081122
RBBP8NL	5.426195085	5.706026009	5.372484865	5.754036694	5.394162406	5.144854414	5.633059038	5.685028847	5.419010962	5.530847398	5.376643056	5.609247325	5.467993354	5.306598671	5.82110638	6.186710922	5.859753799	5.566220601	5.565862371	5.629158613	5.719138327	6.429046252	5.413222632	5.218692897	5.789723829	5.612872377	5.295836269	5.680070757	5.227092359	5.695766525	5.473784083	5.764486851	5.532868901	5.473029161	5.700355094	5.941990986	5.399120068	5.664986989	5.81782978	5.873419736	5.840424294	5.501052494	5.33166462	5.519854678	5.971439329	5.467722998	5.713372111	5.339907041	5.236704432	5.271574403	5.632952872	5.326657722	6.076061525	5.026508017	5.119442599	5.847247284	5.557988477	6.162270013	5.661029894	5.51191622	5.689178959	5.532472309	5.161633299	5.735033561	5.39292802	5.944549915
RASSF6	7.758744263	8.434573663	8.095772818	5.481538761	7.784691444	8.272306561	6.690746739	8.091638713	7.009865615	8.240825893	6.398511989	7.921763868	7.387820341	6.796026677	7.27059003	7.56242142	6.910861185	6.507482258	4.776619921	5.502433275	5.630651758	6.760605065	6.563568297	7.327695244	8.148460995	6.794324324	7.684028991	5.994866842	6.139185133	8.103961705	8.269364936	7.947994181	8.164458206	8.612184545	4.904439129	6.118129437	6.163583387	6.735548615	7.394048235	7.582864163	5.331533758	7.479883965	5.882857256	6.621365148	7.593446854	7.016042587	6.456302658	7.609293483	6.899113052	6.641211856	7.621301543	7.57710559	8.302045495	6.372916334	8.166650606	6.957270672	7.415470688	7.133297518	7.244901799	7.234796667	7.770536536	7.681289345	6.185645677	7.034797471	6.937107746	6.685035296
RASIP1	4.947930509	5.391026339	5.755861677	5.735500343	4.762787953	5.596954685	5.591208872	5.609379012	6.386648829	5.508982734	5.83370694	5.277066374	5.627878472	6.450679985	6.386648829	4.874986355	5.807709411	5.809692767	6.059144408	5.978237002	5.366721706	6.638466874	5.9889114	5.477603773	5.703474794	5.902126122	5.671231917	6.483361432	6.806382577	5.112799149	5.242968319	5.15526019	5.244079151	5.536164923	6.455863477	6.185636933	6.064516244	6.410084787	5.383602569	5.610025526	6.628700495	5.691044187	7.10728092	5.664841998	5.32124294	5.759034249	5.502866271	5.62591195	5.968235818	5.015344512	5.136662015	5.453078165	5.203666957	5.663031002	5.293480706	5.011351315	5.576251336	5.6512029	5.252450533	5.688653774	5.717834189	5.739450021	5.622662306	5.968878423	5.631004591	5.809924829
RASGRP2	4.213469847	4.119670666	4.888500169	4.678464563	3.983664491	4.361576948	4.316808749	3.683841584	4.438119122	4.273904673	3.930117367	4.850780652	4.810165674	4.969602931	4.620535734	4.009157076	4.204015953	4.688106888	4.549026904	4.378655922	4.889453192	4.714125268	4.215204966	4.084202186	4.367579502	4.693680822	4.489572561	5.116064589	5.056767431	4.197163316	3.705995906	3.835657267	4.030693698	3.969804721	5.121556514	4.407447206	6.35292705	5.396765286	4.035121078	3.908902213	4.960582504	3.677410691	5.478585478	4.625486258	3.848506502	4.142672166	4.280085318	4.713255507	4.509592872	4.131340288	3.55175991	3.986551209	3.894358295	5.04255633	3.69662728	4.432341743	3.91040428	3.686933639	3.907762348	4.425961919	3.890522261	4.64662247	4.700975362	5.548888117	5.173928513	4.234526677
RASGRF2	6.332935568	5.690899897	4.769818794	6.306532845	5.689911991	5.280481499	5.415230942	4.946725171	5.990812918	5.724481942	5.971385064	5.305474722	4.861642543	5.488630684	6.203506722	6.788171292	6.349742584	5.643579043	4.956491663	4.941940566	5.065309837	6.370155674	6.057298501	6.426381979	6.060057754	5.495117698	5.518438927	5.223564089	5.630333874	5.755727066	5.931671137	5.280664106	5.541576172	6.474749061	6.529521644	4.982129803	5.417825442	5.513277497	5.15835659	4.763929684	6.344386622	5.799253179	6.957735957	5.605560468	5.000032072	5.471348072	5.290395614	5.806723169	6.264636108	4.755606518	5.690771049	5.684999334	4.977617671	5.635209478	5.167663573	5.233317459	6.754817227	5.243903676	6.124215293	5.666706543	5.296389382	6.727179064	6.425525278	5.766934143	6.704850026	5.268374967
